Country,Related JobCategory,Level1,Level2,projects,percent
Azerbaijan,58,Writing & Translation,Translation,7,0.0673076923
Azerbaijan,75,Sales & Marketing,Sales & Lead Generation,4,0.0384615385
Azerbaijan,86,Business Services,Other - Business Services,1,0.0096153846
Bahamas,28,Software Development,Other - Software Development,1,0.0128205128
Bahamas,35,Writing & Translation,Website Content,7,0.0897435897
Bahamas,37,Writing & Translation,Blog & Article Writing,25,0.3205128205
Bahamas,38,Writing & Translation,Copywriting,2,0.0256410256
Bahamas,39,Writing & Translation,Other - Writing & Translation,3,0.0384615385
Bahamas,40,Administrative Support,Data Entry,5,0.0641025641
Bahamas,41,Administrative Support,Personal Assistant,8,0.1025641026
Bahamas,42,Administrative Support,Web Research,1,0.0128205128
Bahamas,46,Administrative Support,Other - Administrative Support,8,0.1025641026
Bahamas,47,Design & Multimedia,Graphic Design,1,0.0128205128
Bahamas,62,Writing & Translation,Creative Writing,3,0.0384615385
Bahamas,63,Administrative Support,Transcription,1,0.0128205128
Bahamas,64,Customer Service,Customer Service & Support,2,0.0256410256
Bahamas,67,Customer Service,Other - Customer Service,1,0.0128205128
Bahamas,68,Sales & Marketing,Advertising,2,0.0256410256
Bahamas,73,Sales & Marketing,Telemarketing & Telesales,1,0.0128205128
Bahamas,76,Sales & Marketing,Other - Sales & Marketing,2,0.0256410256
Bahamas,77,Business Services,Accounting,1,0.0128205128
Bahamas,82,Business Services,Project Management,1,0.0128205128
Bahamas,86,Business Services,Other - Business Services,2,0.0256410256
Bahrain,8,Web Development,Web Design,2,0.011299435
Bahrain,9,Web Development,Web Programming,2,0.011299435
Bahrain,17,Web Development,Other - Web Development,1,0.0056497175
Bahrain,18,Software Development,Desktop Applications,21,0.1186440678
Bahrain,20,Software Development,Game Development,1,0.0056497175
Bahrain,21,Software Development,Scripts & Utilities,2,0.011299435
Bahrain,23,Software Development,Mobile Apps,1,0.0056497175
Bahrain,25,Software Development,Software Project Management,3,0.0169491525
Bahrain,28,Software Development,Other - Software Development,15,0.0847457627
Bahrain,29,Networking & Information Systems,Network Administration,7,0.0395480226
Bahrain,31,Networking & Information Systems,DBA - Database Administration,1,0.0056497175
Bahrain,32,Networking & Information Systems,Server Administration,4,0.0225988701
Bahrain,33,Networking & Information Systems,Other - Networking & Information Systems,4,0.0225988701
Bahrain,34,Writing & Translation,Technical Writing,8,0.0451977401
Bahrain,35,Writing & Translation,Website Content,1,0.0056497175
Bahrain,37,Writing & Translation,Blog & Article Writing,9,0.0508474576
Bahrain,39,Writing & Translation,Other - Writing & Translation,5,0.0282485876
Bahrain,40,Administrative Support,Data Entry,15,0.0847457627
Bahrain,41,Administrative Support,Personal Assistant,8,0.0451977401
Bahrain,42,Administrative Support,Web Research,5,0.0282485876
Bahrain,46,Administrative Support,Other - Administrative Support,3,0.0169491525
Bahrain,47,Design & Multimedia,Graphic Design,20,0.1129943503
Bahrain,48,Design & Multimedia,Logo Design,2,0.011299435
Bahrain,50,Design & Multimedia,Print Design,2,0.011299435
Bahrain,60,Design & Multimedia,Presentations,16,0.0903954802
Bahrain,62,Writing & Translation,Creative Writing,2,0.011299435
Bahrain,63,Administrative Support,Transcription,1,0.0056497175
Bahrain,64,Customer Service,Customer Service & Support,1,0.0056497175
Bahrain,65,Customer Service,Technical Support,1,0.0056497175
Bahrain,67,Customer Service,Other - Customer Service,1,0.0056497175
Bahrain,73,Sales & Marketing,Telemarketing & Telesales,3,0.0169491525
Bahrain,76,Sales & Marketing,Other - Sales & Marketing,2,0.011299435
Bahrain,77,Business Services,Accounting,3,0.0169491525
Bahrain,79,Business Services,Financial Services & Planning,1,0.0056497175
Bahrain,89,Sales & Marketing,Business Plans & Marketing Strategy,4,0.0225988701
Bangladesh,8,Web Development,Web Design,12606,0.0950048233
Bangladesh,9,Web Development,Web Programming,12425,0.0936407211
Bangladesh,11,Web Development,Ecommerce,1520,0.0114554444
Bangladesh,12,Web Development,Streaming Media,2,0.000015073
Bangladesh,13,Web Development,UI Design,355,0.0026754492
Bangladesh,15,Web Development,Website QA,283,0.0021328229
Bangladesh,16,Web Development,Website Project Management,882,0.0066471723
Bangladesh,17,Web Development,Other - Web Development,4161,0.0313592789
Bangladesh,18,Software Development,Desktop Applications,938,0.007069215
Bangladesh,19,Software Development,Client-Server Applications,26,0.0001959484
Bangladesh,20,Software Development,Game Development,99,0.0007461112
Bangladesh,21,Software Development,Scripts & Utilities,335,0.0025247196
Bangladesh,22,Software Development,Software Plug-ins,122,0.0009194501
Bangladesh,23,Software Development,Mobile Apps,617,0.004650006
Bangladesh,24,Software Development,Application Interface Design,65,0.000489871
Bangladesh,25,Software Development,Software Project Management,215,0.0016203425
Bangladesh,26,Software Development,Software QA,108,0.0008139395
Bangladesh,27,Software Development,VOIP,40,0.0003014591
Bangladesh,28,Software Development,Other - Software Development,902,0.0067979018
Bangladesh,29,Networking & Information Systems,Network Administration,254,0.001914265
Bangladesh,31,Networking & Information Systems,DBA - Database Administration,165,0.0012435186
Bangladesh,32,Networking & Information Systems,Server Administration,294,0.0022157241
Bangladesh,33,Networking & Information Systems,Other - Networking & Information Systems,288,0.0021705052
Bangladesh,34,Writing & Translation,Technical Writing,623,0.0046952249
Bangladesh,35,Writing & Translation,Website Content,1929,0.0145378633
Bangladesh,37,Writing & Translation,Blog & Article Writing,8493,0.0640072953
Bangladesh,38,Writing & Translation,Copywriting,262,0.0019745569
Bangladesh,39,Writing & Translation,Other - Writing & Translation,1408,0.010611359
Bangladesh,40,Administrative Support,Data Entry,13848,0.1043651272
Bangladesh,41,Administrative Support,Personal Assistant,3141,0.0236720728
Bangladesh,42,Administrative Support,Web Research,6195,0.0466884722
Bangladesh,43,Administrative Support,Email Response Handling,206,0.0015525142
Bangladesh,46,Administrative Support,Other - Administrative Support,2596,0.0195646931
Bangladesh,47,Design & Multimedia,Graphic Design,5203,0.0392122875
Bangladesh,48,Design & Multimedia,Logo Design,3011,0.0226923309
Bangladesh,49,Design & Multimedia,Illustration,581,0.0043786929
Bangladesh,50,Design & Multimedia,Print Design,504,0.0037983842
Bangladesh,51,Design & Multimedia,3D Modeling & CAD,887,0.0066848547
Bangladesh,53,Design & Multimedia,Audio Production,61,0.0004597251
Bangladesh,54,Design & Multimedia,Video Production,232,0.0017484626
Bangladesh,55,Design & Multimedia,Voice Talent,4,3.01459061859399E-005
Bangladesh,56,Design & Multimedia,Animation,272,0.0020499216
Bangladesh,57,Design & Multimedia,Other - Design & Multimedia,949,0.0071521162
Bangladesh,58,Writing & Translation,Translation,143,0.0010777161
Bangladesh,59,Networking & Information Systems,ERP / CRM Implementation,31,0.0002336308
Bangladesh,60,Design & Multimedia,Presentations,244,0.0018389003
Bangladesh,61,Design & Multimedia,Engineering & Technical Design,117,0.0008817678
Bangladesh,62,Writing & Translation,Creative Writing,581,0.0043786929
Bangladesh,63,Administrative Support,Transcription,171,0.0012887375
Bangladesh,64,Customer Service,Customer Service & Support,242,0.0018238273
Bangladesh,65,Customer Service,Technical Support,172,0.001296274
Bangladesh,66,Customer Service,Phone Support,33,0.0002487037
Bangladesh,67,Customer Service,Other - Customer Service,128,0.000964669
Bangladesh,68,Sales & Marketing,Advertising,2651,0.0199791993
Bangladesh,69,Sales & Marketing,Email Marketing,921,0.0069410949
Bangladesh,70,Sales & Marketing,SEM - Search Engine Marketing,2398,0.0180724708
Bangladesh,71,Sales & Marketing,SMM - Social Media Marketing,7256,0.0546846738
Bangladesh,72,Sales & Marketing,PR - Public Relations,132,0.0009948149
Bangladesh,73,Sales & Marketing,Telemarketing & Telesales,226,0.0017032437
Bangladesh,74,Sales & Marketing,Market Research & Surveys,658,0.0049590016
Bangladesh,75,Sales & Marketing,Sales & Lead Generation,1899,0.014311769
Bangladesh,76,Sales & Marketing,Other - Sales & Marketing,1648,0.0124201133
Bangladesh,77,Business Services,Accounting,92,0.0006933558
Bangladesh,78,Business Services,HR / Payroll,10,7.53647654648499E-005
Bangladesh,79,Business Services,Financial Services & Planning,44,0.000331605
Bangladesh,80,Business Services,Payment Processing,8,6.02918123718799E-005
Bangladesh,81,Business Services,Legal,21,0.000158266
Bangladesh,82,Business Services,Project Management,155,0.0011681539
Bangladesh,83,Business Services,Business Consulting,75,0.0005652357
Bangladesh,84,Business Services,Recruiting,173,0.0013038104
Bangladesh,85,Business Services,Statistical Analysis,193,0.00145454
Bangladesh,86,Business Services,Other - Business Services,1164,0.0087724587
Bangladesh,87,Customer Service,Order Processing,70,0.0005275534
Bangladesh,88,Sales & Marketing,SEO - Search Engine Optimization,23356,0.1760219462
Bangladesh,89,Sales & Marketing,Business Plans & Marketing Strategy,173,0.0013038104
Bangladesh,90,Business Services,Bookkeeping,28,0.0002110213
Barbados,9,Web Development,Web Programming,3,0.037037037
Barbados,17,Web Development,Other - Web Development,1,0.012345679
Barbados,18,Software Development,Desktop Applications,8,0.0987654321
Barbados,25,Software Development,Software Project Management,3,0.037037037
Barbados,26,Software Development,Software QA,1,0.012345679
Barbados,28,Software Development,Other - Software Development,4,0.049382716
Barbados,31,Networking & Information Systems,DBA - Database Administration,1,0.012345679
Barbados,33,Networking & Information Systems,Other - Networking & Information Systems,2,0.024691358
Barbados,34,Writing & Translation,Technical Writing,2,0.024691358
Barbados,35,Writing & Translation,Website Content,5,0.0617283951
Barbados,37,Writing & Translation,Blog & Article Writing,17,0.2098765432
Barbados,38,Writing & Translation,Copywriting,1,0.012345679
Barbados,40,Administrative Support,Data Entry,2,0.024691358
Barbados,41,Administrative Support,Personal Assistant,1,0.012345679
Barbados,42,Administrative Support,Web Research,1,0.012345679
Barbados,46,Administrative Support,Other - Administrative Support,5,0.0617283951
Barbados,47,Design & Multimedia,Graphic Design,1,0.012345679
Barbados,55,Design & Multimedia,Voice Talent,4,0.049382716
Barbados,58,Writing & Translation,Translation,1,0.012345679
Barbados,62,Writing & Translation,Creative Writing,2,0.024691358
Barbados,63,Administrative Support,Transcription,1,0.012345679
Barbados,64,Customer Service,Customer Service & Support,2,0.024691358
Barbados,71,Sales & Marketing,SMM - Social Media Marketing,6,0.0740740741
Barbados,75,Sales & Marketing,Sales & Lead Generation,2,0.024691358
Barbados,76,Sales & Marketing,Other - Sales & Marketing,2,0.024691358
Barbados,84,Business Services,Recruiting,1,0.012345679
Barbados,88,Sales & Marketing,SEO - Search Engine Optimization,2,0.024691358
Belarus,8,Web Development,Web Design,517,0.11392684
Belarus,9,Web Development,Web Programming,1417,0.3122520934
Belarus,11,Web Development,Ecommerce,102,0.0224768621
Belarus,12,Web Development,Streaming Media,1,0.0002203614
Belarus,13,Web Development,UI Design,42,0.0092551785
Belarus,15,Web Development,Website QA,28,0.006170119
Belarus,16,Web Development,Website Project Management,11,0.0024239753
Belarus,17,Web Development,Other - Web Development,108,0.0237990304
Belarus,18,Software Development,Desktop Applications,194,0.0427501102
Belarus,19,Software Development,Client-Server Applications,10,0.0022036139
Belarus,20,Software Development,Game Development,26,0.0057293962
Belarus,21,Software Development,Scripts & Utilities,201,0.0442926399
Belarus,22,Software Development,Software Plug-ins,41,0.0090348171
Belarus,23,Software Development,Mobile Apps,314,0.0691934773
Belarus,24,Software Development,Application Interface Design,24,0.0052886734
Belarus,25,Software Development,Software Project Management,23,0.005068312
Belarus,26,Software Development,Software QA,32,0.0070515646
Belarus,27,Software Development,VOIP,1,0.0002203614
Belarus,28,Software Development,Other - Software Development,267,0.0588364918
Belarus,29,Networking & Information Systems,Network Administration,25,0.0055090348
Belarus,31,Networking & Information Systems,DBA - Database Administration,14,0.0030850595
Belarus,32,Networking & Information Systems,Server Administration,144,0.0317320405
Belarus,33,Networking & Information Systems,Other - Networking & Information Systems,14,0.0030850595
Belarus,34,Writing & Translation,Technical Writing,16,0.0035257823
Belarus,35,Writing & Translation,Website Content,8,0.0017628911
Belarus,37,Writing & Translation,Blog & Article Writing,25,0.0055090348
Belarus,38,Writing & Translation,Copywriting,1,0.0002203614
Belarus,39,Writing & Translation,Other - Writing & Translation,14,0.0030850595
Belarus,40,Administrative Support,Data Entry,26,0.0057293962
Belarus,41,Administrative Support,Personal Assistant,3,0.0006610842
Belarus,42,Administrative Support,Web Research,17,0.0037461437
Belarus,46,Administrative Support,Other - Administrative Support,21,0.0046275892
Belarus,47,Design & Multimedia,Graphic Design,389,0.0857205818
Belarus,48,Design & Multimedia,Logo Design,88,0.0193918026
Belarus,49,Design & Multimedia,Illustration,37,0.0081533715
Belarus,50,Design & Multimedia,Print Design,19,0.0041868665
Belarus,51,Design & Multimedia,3D Modeling & CAD,92,0.0202732481
Belarus,53,Design & Multimedia,Audio Production,4,0.0008814456
Belarus,54,Design & Multimedia,Video Production,12,0.0026443367
Belarus,55,Design & Multimedia,Voice Talent,1,0.0002203614
Belarus,56,Design & Multimedia,Animation,19,0.0041868665
Belarus,57,Design & Multimedia,Other - Design & Multimedia,59,0.0130013222
Belarus,58,Writing & Translation,Translation,47,0.0103569855
Belarus,59,Networking & Information Systems,ERP / CRM Implementation,4,0.0008814456
